project_id,state,district,constituency,MP_name,project_name,project_category,sanctioned_amount,released_amount,expenditure,project_status,sanction_date,start_date,completion_date,implementing_agency,contractor,latitude,longitude,beneficiary_count,_demo_injected_issue
MPLAD-2026-00686,Telangana,Hyderabad,Hyderabad Constituency 1,Kavita Joshi,Installation of Street Lighting,Electricity,2734000.0,2564305.24,2342786.33,Completed,2021-07-24,2021-10-03,2022-04-09,Rural Development Department,Shree Infrastructure Pvt Ltd,17.307174,79.256969,14054.0,NORMAL
MPLAD-2026-DUP-0021,Telangana,Warangal,Warangal Constituency 3,Manoj Yadav,Construction of Sports Ground - Phase II,Sports Infrastructure,4893570.62,4247765.73,3500611.45,Completed,2023-06-17,2023-08-08,2024-04-01,District Administration,Eastern Infrastructure,17.015001,78.596359,11126.0,SIMILAR_DUPLICATE
MPLAD-2026-00518,Gujarat,Ahmedabad,Ahmedabad Constituency 2,Vijay Kumar,Community Infrastructure Development,Community Infrastructure,4919000.0,3891328.28,1870694.45,Delayed,2025-04-04,2025-04-23,INVALID_DATE,State Public Works Department,National Projects Ltd,22.805066,73.279694,10448.0,INVALID_DATE
MPLAD-2026-DUP-0016,Odisha,Puri,Puri Constituency 8,Arun Rao,Village Community Centre - Phase II,Community Infrastructure,1849914.26,1338219.61,997362.04,Completed,2021-11-08,2021-12-13,2022-05-28,District Administration,Dakshin Projects,20.885739,86.452558,2693.0,SIMILAR_DUPLICATE
MPLAD-2026-00046,Maharashtra,Nagpur,Nagpur Constituency 7,Ramesh Naidu,Healthcare Facility Improvement,Healthcare,3488000.0,,2134996.13,Completed,2022-12-06,2023-02-13,2023-09-01,State Water Resources Department,Reliable Infra Solutions,19.119685,73.31359,4538.0,DATA_QUALITY
MPLAD-2026-00910,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Constituency 2,Anil Verma,Village Community Centre,Community Infrastructure,3683000.0,3571648.67,2499585.86,Completed,2022-01-13,2022-03-02,2022-08-11,District Rural Development Agency,Unity Infrastructure,26.751691,80.501969,5665.0,NORMAL
MPLAD-2026-00158,Karnataka,Bengaluru Urban,Bengaluru Urban Constituency 4,Deepak Gupta,Construction of Citizen Service Centre,Public Facilities,772000.0,702081.62,643775.05,Completed,2023-09-17,2023-12-03,2024-02-05,District Administration,Saksham Projects,17.384048,78.488449,294.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00852,Maharashtra,Pune,Pune Constituency 4,Ramesh Naidu,Construction of Overhead Water Tank,Drinking Water,2852000.0,2182396.83,1230420.33,Completed,2024-04-14,2024-07-12,2025-01-10,State Public Works Department,Saksham Projects,19.361625,73.377065,5324.0,NORMAL
MPLAD-2026-00172,West Bengal,Howrah,Howrah Constituency 5,Priya Singh,Village Sanitation Infrastructure,Sanitation,3719000.0,3522894.12,1715588.02,Completed,2024-05-09,2024-07-24,2025-02-18,District Administration,Saksham Projects,22.682835,88.135776,9007.0,NORMAL
MPLAD-2026-00017,Rajasthan,Kota,Kota Constituency 3,Priya Singh,Village Sanitation Infrastructure,Sanitation,4859000.0,4347809.26,3135194.83,Completed,2025-03-12,2025-05-06,2025-07-19,Municipal Corporation,Unity Infrastructure,26.906326,75.31133,1031.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00512,Odisha,Ganjam,Ganjam Constituency 2,Sunita Das,Village Electrification Works,Electricity,1866000.0,1497200.47,708961.36,Completed,2021-02-07,2021-04-08,2021-08-12,Municipal Corporation,National Projects Ltd,20.28514,86.788522,13665.0,NORMAL
MPLAD-2026-00049,Andhra Pradesh,Nellore,Nellore Constituency 8,Arun Rao,Construction of Citizen Service Centre,Public Facilities,1330000.0,1014582.76,933955.69,Completed,2023-09-06,2023-10-05,2023-12-20,State Public Works Department,Bharat Construction Co,16.633254,80.717475,2585.0,NORMAL
MPLAD-2026-00972,Telangana,Nalgonda,Nalgonda Constituency 8,Amit Kumar,Public Infrastructure Improvement,Public Facilities,1421000.0,1105784.36,711822.18,Completed,2021-08-07,2021-09-17,2022-01-06,Rural Development Department,Reliable Infra Solutions,17.506107,78.332263,13746.0,NORMAL
MPLAD-2026-00941,Karnataka,Mysuru,Mysuru Constituency 5,Manoj Yadav,Electricity Infrastructure Improvement,Electricity,999000.0,982773.46,914182.95,Completed,2022-02-08,2022-04-05,2022-08-17,District Rural Development Agency,Metro Civil Contractors,13.405783,78.321612,5911.0,NORMAL
MPLAD-2026-00516,Rajasthan,Jaipur,Jaipur Constituency 4,Rohit Mehta,Construction of Citizen Service Centre,Public Facilities,1790000.0,1419139.65,827369.51,Completed,2025-01-04,2025-03-13,2025-08-12,Municipal Corporation,Apex Civil Works,26.796581,75.036437,12440.0,NORMAL
MPLAD-2026-00953,West Bengal,Darjeeling,Darjeeling Constituency 8,Vijay Kumar,Development of Community Sports Facility,Sports Infrastructure,1527000.0,1210358.58,962758.32,Completed,2023-04-20,2023-07-03,2023-12-28,District Administration,Metro Civil Contractors,22.524314,88.565373,7696.0,NORMAL
MPLAD-2026-00481,Andhra Pradesh,Visakhapatnam,Visakhapatnam Constituency 5,Anil Verma,Construction of Overhead Water Tank,Drinking Water,1838000.0,1773401.99,940104.54,Delayed,2023-06-18,2023-08-12,2025-05-18,Rural Development Department,Shree Infrastructure Pvt Ltd,16.789225,81.198119,14295.0,MAJOR_DELAY
MPLAD-2026-00284,Karnataka,Mysuru,Mysuru Constituency 5,Priya Singh,Construction of Overhead Water Tank,Drinking Water,3519000.0,3138325.7,1497590.67,Completed,2025-03-19,2025-06-12,2025-12-07,Rural Development Department,Bharat Construction Co,12.054444,77.140961,11104.0,NORMAL
MPLAD-2026-00719,Telangana,Hyderabad,Hyderabad Constituency 5,Sunita Das,Community Infrastructure Development,Community Infrastructure,2708000.0,2268478.77,1639786.98,Completed,2024-09-20,2024-12-06,2025-04-09,Urban Local Body,Shree Infrastructure Pvt Ltd,17.273089,79.210006,5033.0,NORMAL
MPLAD-2026-00878,Telangana,Hyderabad,Hyderabad Constituency 6,Naveen Singh,Construction of Primary Health Centre,Healthcare,2389000.0,1831363.04,1711161.89,Completed,2023-08-10,2023-10-17,2024-05-01,State Public Works Department,Eastern Infrastructure,17.615041,79.104846,5202.0,NORMAL
MPLAD-2026-00226,Telangana,Nalgonda,Nalgonda Constituency 8,Ramesh Naidu,Road Widening and Improvement,Roads,4741000.0,3751312.93,287155.8,Ongoing,2021-11-18,2021-12-09,,District Administration,Apex Civil Works,17.356794,78.916514,11522.0,UNDER_UTILIZATION
MPLAD-2026-00027,Maharashtra,Nashik,Nashik Constituency 7,Manoj Yadav,Construction of Indoor Sports Hall,Sports Infrastructure,4727000.0,3681555.12,3442991.47,Completed,2022-01-01,2022-03-31,2022-08-05,District Administration,Vardhan Construction,18.771385,73.152954,5763.0,NORMAL
MPLAD-2026-00955,Odisha,Cuttack,Cuttack Constituency 4,Rajesh Sharma,Road Widening and Improvement,Roads,2625000.0,2146521.62,1178179.01,Completed,2023-10-16,2023-12-20,2024-03-29,Rural Development Department,Unity Infrastructure,19.758834,85.888824,3831.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00438,Maharashtra,Nagpur,Nagpur Constituency 8,Vijay Kumar,Construction of Community Toilet,Sanitation,1168000.0,,890091.25,Completed,2024-06-20,2024-07-25,2025-02-07,Municipal Corporation,National Projects Ltd,19.061093,73.685251,2741.0,DATA_QUALITY
MPLAD-2026-00952,West Bengal,Kolkata,Kolkata Constituency 2,Vijay Kumar,Village Irrigation Infrastructure,Irrigation,3641000.0,3281912.62,3051023.67,Completed,2024-03-11,2024-04-28,2024-09-16,State Water Resources Department,Reliable Infra Solutions,23.100506,88.530239,6169.0,NORMAL
MPLAD-2026-00365,Telangana,Karimnagar,Karimnagar Constituency 8,Rohit Mehta,Improvement of Village Road,Roads,2834000.0,2405790.53,1966938.35,Completed,2024-02-17,2024-04-21,2024-10-30,Zilla Parishad,Shree Infrastructure Pvt Ltd,17.142108,78.136463,4870.0,NORMAL
MPLAD-2026-00230,Uttar Pradesh,Varanasi,Varanasi Constituency 4,Deepak Gupta,Road Widening and Improvement,Roads,4183000.0,3575034.49,2566006.77,Completed,2023-08-31,2023-11-27,2024-03-26,District Administration,Bharat Construction Co,26.597558,80.407155,14891.0,NORMAL
MPLAD-2026-00038,Gujarat,Ahmedabad,Ahmedabad Constituency 7,Kavita Joshi,Construction of Minor Irrigation Facility,Irrigation,878000.0,752580.5,664848.94,Completed,2022-01-08,2022-01-29,2022-06-04,State Water Resources Department,Apex Civil Works,17.385785,78.485682,5455.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00966,Karnataka,Belagavi,Belagavi Constituency 1,Manoj Yadav,Waste Management Facility,Sanitation,3045000.0,2716543.18,2422150.87,Completed,2021-04-25,2021-05-26,2021-11-29,Municipal Corporation,Bharat Construction Co,12.418303,77.818115,2583.0,NORMAL
MPLAD-2026-00375,Odisha,Puri,Puri Constituency 5,Deepak Gupta,Village Irrigation Infrastructure,Irrigation,4672000.0,4221490.7,2947438.32,Completed,2025-02-02,2025-04-21,2025-10-24,Zilla Parishad,Dakshin Projects,20.020917,85.191503,11709.0,NORMAL
MPLAD-2026-00470,Odisha,Puri,Puri Constituency 6,Meena Patel,Construction of Community Health Facility,Healthcare,3359000.0,3337256.57,1627448.51,Completed,2024-01-03,2024-02-14,2024-06-26,District Administration,Sunrise Engineering,20.40581,85.570665,13282.0,NORMAL
MPLAD-2026-00968,Karnataka,Bengaluru Urban,Bengaluru Urban Constituency 4,Arun Rao,Construction of Additional Classrooms,Education,3932000.0,3802897.75,2143686.15,Completed,2021-04-26,2021-07-21,2021-09-25,Zilla Parishad,Eastern Infrastructure,14.161555,76.918263,7942.0,NORMAL
MPLAD-2026-00851,Andhra Pradesh,Visakhapatnam,Visakhapatnam Constituency 4,Priya Singh,Village Sanitation Infrastructure,Sanitation,3604000.0,3289377.3,1883311.68,Completed,2024-11-13,2025-01-25,2025-05-10,Rural Development Department,Vardhan Construction,16.657784,80.820134,9143.0,NORMAL
MPLAD-2026-00705,Uttar Pradesh,Varanasi,Varanasi Constituency 1,Meena Patel,Drainage Improvement Works,Sanitation,2720000.0,2475946.05,2241315.28,Completed,2023-02-05,2023-03-05,2023-05-11,State Public Works Department,Eastern Infrastructure,26.701494,80.833325,2373.0,NORMAL
MPLAD-2026-00842,Odisha,Puri,Puri Constituency 3,Priya Singh,Construction of Public Facility,Public Facilities,531000.0,402540.82,317377.75,Completed,2023-12-01,2024-02-14,2024-07-21,Rural Development Department,Krishna Builders,19.889434,85.970462,14572.0,NORMAL
MPLAD-2026-00195,Karnataka,Mysuru,Mysuru Constituency 5,Manoj Yadav,Construction of Overhead Water Tank,Drinking Water,2990000.0,2691005.88,2028470.95,Delayed,2025-05-15,2025-06-02,2026-01-16,Zilla Parishad,Apex Civil Works,13.399291,77.334993,12352.0,NORMAL
MPLAD-2026-00855,Maharashtra,Nashik,Nashik Constituency 5,Rohit Mehta,Development of Community Sports Facility,Sports Infrastructure,2035000.0,1871102.4,1312636.6,Delayed,2024-07-05,2024-09-14,2024-12-11,State Water Resources Department,National Projects Ltd,19.016315,72.439162,206.0,NORMAL
MPLAD-2026-00865,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Constituency 5,Anil Verma,Construction of Minor Irrigation Facility,Irrigation,1131000.0,1029843.43,683471.52,Completed,2023-09-24,2023-10-15,2024-04-27,Urban Local Body,Saksham Projects,27.011979,81.773383,365.0,NORMAL
MPLAD-2026-00504,Karnataka,Mysuru,Mysuru Constituency 3,Rajesh Sharma,Village Irrigation Infrastructure,Irrigation,4422000.0,3434048.54,2462858.41,Completed,2021-01-12,2021-03-18,2021-06-15,State Water Resources Department,Greenfield Contractors,13.374437,77.880427,7639.0,NORMAL
MPLAD-2026-00970,Rajasthan,Jaipur,Jaipur Constituency 1,Priya Singh,Construction of Minor Irrigation Facility,Irrigation,1440000.0,1289786.11,585016.27,Delayed,2024-12-08,2025-01-02,2025-07-29,Municipal Corporation,Saksham Projects,27.401004,75.831392,6607.0,NORMAL
MPLAD-2026-00831,Rajasthan,Udaipur,Udaipur Constituency 3,Anil Verma,Construction of Sports Ground,Sports Infrastructure,3221000.0,3148323.3,2484354.9,Completed,2022-07-13,2022-07-28,2023-01-08,District Administration,Metro Civil Contractors,27.505102,75.734169,10867.0,NORMAL
MPLAD-2026-00580,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Constituency 2,Priya Singh,Construction of Overhead Water Tank,Drinking Water,3758000.0,2859849.76,2019769.04,Completed,2022-11-01,2022-12-27,2023-07-18,Zilla Parishad,Vardhan Construction,17.384344,78.48701,8975.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00969,Andhra Pradesh,Guntur,Guntur Constituency 4,Sunita Das,Renovation of Health Sub Centre,Healthcare,4795000.0,3761285.64,2293366.84,Completed,2023-03-05,2023-05-09,2023-07-12,State Water Resources Department,Sunrise Engineering,16.614183,80.810462,485.0,NORMAL
MPLAD-2026-00163,Maharashtra,Nagpur,Nagpur Constituency 4,Kavita Joshi,Solar Lighting Installation,Electricity,2227000.0,2082103.12,1759895.67,Completed,2024-11-12,2024-12-07,2025-06-13,State Public Works Department,Unity Infrastructure,18.623292,72.331315,1700.0,NORMAL
MPLAD-2026-00909,Odisha,Cuttack,Cuttack Constituency 3,Amit Kumar,Construction of Public Facility,Public Facilities,1993000.0,1541665.93,1004823.39,Completed,2024-12-06,2025-02-08,2025-07-22,Municipal Corporation,Unity Infrastructure,19.327783,85.500881,13981.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00153,Telangana,Warangal,Warangal Constituency 4,Arun Rao,Healthcare Facility Improvement,Healthcare,1864000.0,1821591.28,1012629.67,Delayed,2022-01-25,2022-02-24,2022-08-25,Zilla Parishad,Reliable Infra Solutions,17.375594,78.539497,6598.0,NORMAL
MPLAD-2026-00802,Karnataka,Dharwad,Dharwad Constituency 8,Arun Rao,Construction of Community Toilet,Sanitation,3011000.0,2586007.42,1613902.0,Completed,2021-02-21,2021-04-23,2021-10-19,District Administration,Unity Infrastructure,12.680916,77.234964,3602.0,NORMAL
MPLAD-2026-DUP-0007,Tamil Nadu,Chennai,Chennai Constituency 8,Arun Rao,Water Conservation Structure - Phase II,Irrigation,862322.7,780718.39,501345.1,Completed,2023-10-16,2023-11-02,2024-01-27,State Public Works Department,Unity Infrastructure,12.784519,80.527469,13631.0,SIMILAR_DUPLICATE
MPLAD-2026-00756,Gujarat,Rajkot,Rajkot Constituency 7,Kavita Joshi,Village Irrigation Infrastructure,Irrigation,1231000.0,1040592.32,856216.98,Completed,2022-05-03,2022-06-03,2022-08-05,Rural Development Department,Greenfield Contractors,22.50874,72.484253,1501.0,NORMAL
MPLAD-2026-00112,Rajasthan,Udaipur,Udaipur Constituency 3,Amit Kumar,Renovation of Government School,Education,657000.0,503793.08,422812.21,Delayed,2023-01-21,2023-03-23,2023-08-28,Municipal Corporation,Shree Infrastructure Pvt Ltd,27.221217,75.061578,11225.0,NORMAL
MPLAD-2026-00227,Gujarat,Vadodara,Vadodara Constituency 5,Anil Verma,Construction of Primary Health Centre,Healthcare,723000.0,645597.39,78638.09,Ongoing,2021-11-11,2021-12-02,2022-05-03,Rural Development Department,Bharat Construction Co,22.578923,72.798221,13598.0,UNDER_UTILIZATION
MPLAD-2026-00689,Uttar Pradesh,Agra,Agra Constituency 6,Suresh Reddy,Water Conservation Structure,Irrigation,1588000.0,1577475.66,861822.6,Completed,2024-08-12,2024-10-16,2024-12-28,District Administration,Vardhan Construction,26.545617,81.414157,2211.0,NORMAL
MPLAD-2026-00104,Telangana,Hyderabad,Hyderabad Constituency 5,Priya Singh,Renovation of Government School,Education,1000000.0,822025.39,493688.39,Completed,2021-04-08,2021-05-23,2021-11-06,State Water Resources Department,Unity Infrastructure,17.616766,78.717904,1129.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00422,Gujarat,Ahmedabad,Ahmedabad Constituency 6,Rohit Mehta,Development of Community Sports Facility,Sports Infrastructure,2589000.0,2347228.98,1300492.43,Completed,2021-04-19,2021-05-28,2021-08-24,State Water Resources Department,Greenfield Contractors,22.517275,72.743484,8251.0,NORMAL
MPLAD-2026-00420,Andhra Pradesh,Krishna,Krishna Constituency 2,Ramesh Naidu,Village Irrigation Infrastructure,Irrigation,2373000.0,2258747.05,1888948.04,Completed,2024-11-18,2024-12-19,2025-04-10,State Water Resources Department,Sunrise Engineering,16.942945,80.503705,6850.0,NORMAL
MPLAD-2026-00751,Gujarat,Vadodara,Vadodara Constituency 4,Deepak Gupta,Waste Management Facility,Sanitation,3640000.0,3188135.32,1520736.62,Completed,2023-04-22,2023-07-08,2023-11-16,Municipal Corporation,Dakshin Projects,23.372762,72.323366,13885.0,NORMAL
MPLAD-2026-00587,Karnataka,Mysuru,Mysuru Constituency 3,Rajesh Sharma,School Building Improvement,Education,1563000.0,1202792.78,977262.58,Completed,2022-09-30,2022-11-05,2023-02-23,Zilla Parishad,National Projects Ltd,13.01849,77.566433,5066.0,NORMAL
MPLAD-2026-00781,Maharashtra,Aurangabad,Aurangabad Constituency 8,Vijay Kumar,Construction of Community Health Facility,Healthcare,1021000.0,884373.85,538984.28,Completed,2021-08-21,2021-10-19,2022-06-14,State Water Resources Department,National Projects Ltd,,72.541455,13864.0,DATA_QUALITY
MPLAD-2026-00673,Andhra Pradesh,Krishna,Krishna Constituency 5,Deepak Gupta,Rural Drinking Water Facility,Drinking Water,924000.0,765469.02,701956.51,Completed,2021-11-27,2021-12-20,2022-04-30,District Rural Development Agency,Unity Infrastructure,16.927299,79.931796,1265.0,NORMAL
MPLAD-2026-00120,Odisha,Khordha,Khordha Constituency 1,Rajesh Sharma,Construction of Approach Road,Roads,1691000.0,1357369.24,999116.88,Delayed,2024-06-19,2024-07-07,2025-01-10,Rural Development Department,Saksham Projects,19.998296,86.208095,10617.0,NORMAL
MPLAD-2026-00054,Rajasthan,Udaipur,Udaipur Constituency 8,Arun Rao,Installation of Drinking Water Supply System,Drinking Water,4502000.0,4203217.93,3160218.07,Delayed,2021-02-22,2021-03-20,2021-07-16,State Public Works Department,Eastern Infrastructure,27.761184,75.86586,12629.0,NORMAL
MPLAD-2026-00152,Tamil Nadu,Madurai,Madurai Constituency 4,Vijay Kumar,Rural Drinking Water Facility,Drinking Water,4312000.0,3333676.19,2707919.69,Completed,2022-01-26,2022-02-16,2022-06-24,State Public Works Department,Vardhan Construction,13.418982,80.545367,14413.0,NORMAL
MPLAD-2026-00404,Maharashtra,Nagpur,Nagpur Constituency 7,Amit Kumar,Drainage Improvement Works,Sanitation,2219000.0,1839378.26,1315388.53,Completed,2021-03-26,2021-04-22,2021-11-04,District Administration,Eastern Infrastructure,,72.662263,10102.0,DATA_QUALITY
MPLAD-2026-00946,Karnataka,Bengaluru Urban,Bengaluru Urban Constituency 4,Rajesh Sharma,Construction of School Laboratory,Education,792000.0,707237.94,402045.44,Completed,2021-06-28,2021-07-22,2021-09-22,Urban Local Body,Reliable Infra Solutions,13.217428,77.59749,14356.0,NORMAL
MPLAD-2026-00208,Telangana,Warangal,Warangal Constituency 7,Rajesh Sharma,Construction of Minor Irrigation Facility,Irrigation,2457000.0,2435021.08,1384031.57,Completed,2022-06-19,2022-08-13,2023-01-20,Urban Local Body,Reliable Infra Solutions,17.534541,78.149881,5311.0,NORMAL
MPLAD-2026-00659,Karnataka,Belagavi,Belagavi Constituency 3,Meena Patel,Public Infrastructure Improvement,Public Facilities,4166000.0,3242360.34,2152040.74,Completed,2025-01-28,2025-03-19,2025-06-24,Municipal Corporation,National Projects Ltd,12.492299,77.457249,12675.0,NORMAL
MPLAD-2026-00844,Telangana,Hyderabad,Hyderabad Constituency 3,Rohit Mehta,Construction of Community Toilet,Sanitation,3749000.0,3155218.86,2455607.45,Completed,2021-10-18,2021-12-03,2022-06-04,Urban Local Body,Bharat Construction Co,17.175922,78.577222,10619.0,NORMAL
MPLAD-2026-00763,Karnataka,Bengaluru Urban,Bengaluru Urban Constituency 2,Kavita Joshi,Healthcare Facility Improvement,Healthcare,2799000.0,2645666.41,1862790.27,Completed,2024-04-05,2024-06-03,2024-09-26,State Public Works Department,Unity Infrastructure,12.804107,78.084537,10865.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00009,Uttar Pradesh,Lucknow,Lucknow Constituency 5,Meena Patel,Renovation of Government School,Education,515000.0,479219.35,388091.16,Delayed,2023-10-23,2023-11-29,2024-06-05,Rural Development Department,Eastern Infrastructure,26.390926,81.087611,13889.0,NORMAL
